7.727000000000000000e+03,1.405118343468856057e-01,1.203283431914360158e+01
2.319400000000000000e+04,7.953833474270259607e-02,4.970492992389406339e+00
8.199000000000000000e+03,1.572435032563131163e-01,5.941433302042992359e+00
7.737000000000000000e+03,1.008798047666649433e-01,5.592469408214657989e+00
1.349700000000000000e+04,1.006524396083957607e-02,8.117464999521114777e+00
1.223800000000000000e+04,5.291571012890912418e-02,1.221738733933707266e+01
9.610000000000000000e+02,1.485116675278832787e-01,3.703974246253707747e+01
2.568100000000000000e+04,1.184657566261548278e-01,7.717413720720468717e+00
1.474000000000000000e+04,1.525460155766571180e-01,5.952900170453434114e+00
1.174800000000000000e+04,7.583605713955525462e-02,1.065077696568159737e+01
1.798100000000000000e+04,1.162854674164392199e-01,3.950203960648516954e+01
2.068400000000000000e+04,9.045566500086621442e-02,4.729630541995495818e+00
6.300000000000000000e+02,5.916965161367444132e-02,9.333037055992349451e+00
1.202100000000000000e+04,9.523728155016536467e-03,8.399238785245460193e+00
2.826100000000000000e+04,1.548060597349195655e-01,5.173531147612440151e+00
1.196400000000000000e+04,1.105228909620605271e-01,7.662607947638218064e+00
4.071000000000000000e+03,3.890455631714724305e-01,8.334273379028834583e+00
2.203000000000000000e+03,4.935568219164147841e-02,1.080836352657390798e+01
8.028000000000000000e+03,2.325628161946721451e-01,8.595296458619671398e+00
6.949000000000000000e+03,6.613633806003359483e-01,3.555317634484718781e+01
8.378000000000000000e+03,7.219334974387320303e-01,2.984110751061322375e+01
4.293000000000000000e+03,3.006183166871835288e-01,2.211051138368211966e+01
6.290000000000000000e+02,2.337988353148263976e-02,1.015192844463230770e+01
1.426100000000000000e+04,9.717347243829900505e-02,6.500350998444247352e+00
8.027000000000000000e+03,2.393542956973742641e-01,8.595296458619671398e+00
1.257400000000000000e+04,1.757066361752449568e-01,1.327112315757855754e+01
1.433200000000000000e+04,3.940957559714894365e-01,1.996345122551172935e+01
2.361600000000000000e+04,1.776382291000281610e-01,8.478995249520203004e+00
1.266900000000000000e+04,1.383103721647700457e-01,6.376503245980702062e+00
2.682400000000000000e+04,1.239097961519453200e-01,1.349178913926004242e+01
3.667000000000000000e+03,2.693739282193560389e-02,8.831661578268645840e+00
7.738000000000000000e+03,3.152887967007211162e-02,5.343319596690973228e+00
1.690000000000000000e+04,1.825510965268437036e-01,6.799668805029351226e+00
5.158000000000000000e+03,2.137939731112358799e-01,7.646902030600785771e+00
1.070000000000000000e+03,1.798437382604576792e-02,8.551068740138784818e+00
5.157000000000000000e+03,1.395102982731322439e-01,7.064963849293420139e+00
9.520000000000000000e+03,1.953796114139322859e-01,2.301105751971819657e+01
1.253000000000000000e+04,3.266840252666419753e-01,8.490777761706508997e+00
1.207200000000000000e+04,1.143323359861556643e-01,7.085341312110754686e+00
3.826100000000000000e+04,1.345198369484327805e-01,5.842777160284429172e+00
2.957000000000000000e+03,1.300159671723813692e-01,8.003853102014090837e+00
3.676000000000000000e+03,3.018525528072294462e-01,4.523995457809153464e+00
1.196000000000000000e+04,1.088995016564925644e-01,4.241638372115095201e+00
1.267400000000000000e+04,9.352145533074504580e-02,8.430250465424071749e+00
2.552100000000000000e+04,1.531597716996821179e-01,1.337665335171631220e+01
2.204000000000000000e+03,1.855725069930579813e-02,1.030514886765728910e+01
1.612000000000000000e+04,2.155105834716357360e-01,1.555853546843693813e+01
8.631000000000000000e+03,5.190623177787372089e-02,1.946026528789066390e+01
2.267900000000000000e+04,9.887068958747961822e-02,7.801981896071104927e+00
2.029000000000000000e+03,4.000792640570666192e-01,3.869488746831920345e+00
1.239100000000000000e+04,6.353236629113780121e-02,8.582706195969482366e+00
1.317400000000000000e+04,3.770786192547113114e-01,3.955550767732582962e+00
4.681000000000000000e+03,4.989734126598564523e-01,3.006159524040861442e+01
2.475400000000000000e+04,4.734780573166742501e-01,5.054610649759927021e+00
2.808000000000000000e+03,4.187533748021193825e-01,3.545604413707071689e+00
1.246900000000000000e+04,1.049703863527196718e-01,8.055266522825522912e+00
2.596800000000000000e+04,1.451723011641503913e-01,4.616069573713588170e+00
1.438800000000000000e+04,6.843604930337929271e-02,1.089929822315046160e+01
8.600000000000000000e+03,5.367553761057095585e-01,4.516635082969331805e+00
2.657400000000000000e+04,1.170186430571925895e-01,8.829813569428074160e+00
1.303200000000000000e+04,1.219852520834629160e-02,8.634053420027193226e+00
3.668000000000000000e+03,4.032350772155349206e-02,9.071620987331947106e+00
1.310300000000000000e+04,5.531140021740835189e-02,8.974541697934620643e+00
1.574000000000000000e+04,3.797894817086002184e-01,8.692673734764181148e+00
1.201400000000000000e+04,1.306191159702417615e+00,-9.491925950774948717e-01
4.970200000000000000e+04,1.791556371510531764e-01,4.227348468672076365e+00
1.153100000000000000e+04,5.011940605422655626e-01,3.511593813782450280e+00
8.186000000000000000e+03,1.568689266613971789e-01,2.579817706454915793e+01
6.900000000000000000e+01,9.434974674358388713e-02,7.332143303182012239e+00
7.852000000000000000e+03,2.272955414139283259e-01,1.784947299333825654e+01
1.198200000000000000e+04,7.404701859228313143e-02,1.031085137848591771e+01
1.198300000000000000e+04,7.404701859228313143e-02,1.031085137848591771e+01
5.105000000000000000e+03,1.765125010865158106e-01,8.588541257931565198e+00
1.346000000000000000e+03,9.661627740524317276e-02,1.530876323257719562e+01
1.133800000000000000e+04,1.699464357344618870e-01,2.456958550225992965e+01
