ID_AUFTRAG_ZPM,n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
24370,19.302,4.5,426,6.88,1904,80,0.65,2.03
20049,46.059,4.5,3166,8.98,1927,160,1,2.02
22956,15.393,5.52,1242,13.93,2002,250,2.02,2.02
23786,15.331,5.52,1500,16.96,2002,250,2.02,2.02
24557,21.74,4.5,509,6.48,1927,160,1,2.02
52376,16.315,5.04,806.1,11.58,2002,120,2.15,2.02
53473,16.315,5.04,806.1,11.58,2002,120,2.15,2.02
629,5.315,11.07,2417,14.06,2002,160,1.22,2
630,5.315,11.07,2417,14.06,2002,160,1.22,2
1345,4.04,13.2,2802,13.95,1988,160,1.187,2
1902,6.325,7,545,14,1994,160,1.038,2
2875,14.977,4.9,455.43,8.69,1978,200,1.595,2
2876,14.977,4.9,455.43,8.69,1978,200,1.595,2
2945,26.937,5.4,2503,10.01,1938,200,0.947,2
2946,26.937,5.4,2503,10.01,1938,200,0.947,2
2947,20.961,5.8,2533,12.57,1938,160,1.851,2
2948,20.961,5.8,2533,12.57,1938,160,1.851,2
2949,4.659,15,7656.8,17.19,1973,160,1.225,2
2950,4.653,15,7656.8,17.24,1974,160,1.225,2
2951,6.091,11.8,4678.6,16.05,1974,160,1.636,2
2952,6.346,11.8,5163.5,16.32,1974,160,1.636,2
2957,5.642,11.5,3285,14.56,1973,160,1.534,2
2958,5.642,11.5,3285,14.56,1973,160,1.534,2
7860,28.789,4,583,6.78,1913,200,0.86,2
8070,43.524,4,1394.5,7.095,1902,100,0.7,2
8071,40.613,4,1817.4,10.62,1902,100,0.7,2
8525,4.536,10,667,8,1900,140,0.8,2
9214,13.042,6,865.7,9.69,1926,140,0.9,2
9215,13.042,6,865.7,9.69,1926,140,0.9,2
9224,23.076,5.2,1920,12.168,1992,100,0.917,2
9226,4.566,13.91,5339,16.88,1990,90,1.088,2
9240,17.721,5,778,9.78,1969,160,1.035,2
9241,18.05,5,935,11.33,1928,160,1.17,2
9242,17.842,5,983,12.19,1928,160,1.17,2
9243,8.913,6.2,519,10.91,1977,160,0.97,2
9244,9.002,6.2,562,11.58,1977,160,0.97,2
9248,19.858,5,907,9.08,1969,160,1.02,2
9249,18.566,5,764,8.75,1948,160,1.07,2
9250,18.566,5,764,8.75,1948,160,1.07,2
9251,18.83,4.8,669,8.77,1928,160,1.1,2
9252,18.83,4.8,669,8.77,1928,160,1.1,2
9253,7.049,9,1703,12.89,1979,160,1.17,2
9254,7.049,9,1703,12.89,1979,160,1.17,2
9263,10.82,5.6,546,11.7,1980,140,1.1,2
9280,10.128,6.1,708,12.3,1982,160,1.5,2
9281,10.128,6.1,708,12.3,1982,160,1.5,2
9282,13.234,4.9,453,11.07,1982,160,1.2,2
9283,13.234,4.9,453,11.07,1982,160,1.2,2
9288,10.185,6.1,698,11.99,1982,110,1.5,2
9289,10.185,6.1,698,11.99,1982,110,1.5,2
9290,10.07,6.1,668,11.74,1980,110,0.94,2
9291,10.07,6.1,668,11.74,1980,110,0.94,2
9292,14.656,4.5,448,12.55,1982,120,1.27,2
9293,14.656,4.5,448,12.55,1982,120,1.27,2
9298,17.573,5.38,1015,9.68,1962,160,1.19,2
9299,17.573,5.38,1015,9.68,1962,160,1.19,2
9303,30.858,4.74,2252,11.56,1949,120,1.47,2
9304,30.858,4.74,2252,11.56,1949,120,1.47,2
9309,23.443,4.8,1478,12.5,2017,130,1.1,2
9310,23.443,4.8,1478,12.5,2017,130,1.1,2
9313,27.044,3.5,399,8.97,1967,130,1.36,2
9314,26.532,3.5,399,9.32,1967,130,1.36,2
9317,21.615,6,3848,15.68,1935,110,1.08,2
9318,21.615,6,3848,15.68,1935,110,1.08,2
9320,10.627,10.2,8532,17.22,1936,100,1.25,2
9321,10.069,10.2,9643,21.68,1936,100,1.25,2
9388,30.294,3.8,736,9.49,1908,130,0.954,2
9389,30.294,3.8,736,9.49,1908,130,0.954,2
9391,21.515,4.5,887,11.53,1912,130,1.05,2
9392,23.336,4.8,1079,9.21,1929,130,1.49,2
9393,23.336,4.8,1079,9.21,1929,130,1.49,2
9394,23.336,4.8,1079,9.21,1929,130,1.49,2
9416,15.686,4.95,567,9.47,1912,140,1.18,2
9417,16.13,5.1,1003,14.06,1934,140,1.18,2
9447,9.967,6,540,10.35,2017,160,1.13,2
9448,9.967,6,540,10.35,2017,160,1.13,2
9830,15.094,5.4,738,9.4,1957,160,0.85,2
9831,15.094,5.4,738,9.4,1957,160,0.85,2
9835,15.824,6.2,1729,11.53,1950,130,1.03,2
9836,15.691,6.2,1678,11.38,1950,130,1.03,2
9839,16.456,5.9,1294,9.73,1948,130,1.28,2
9840,16.456,5.9,1294,9.73,1948,130,1.28,2
9841,13.639,6,937,9.59,1927,130,1.12,2
9842,13.639,6,937,9.59,1927,130,1.12,2
9849,8.951,5.8,310.9,8.46,1984,160,1.21,2
9850,8.951,5.8,310.9,8.46,1984,160,1.21,2
9855,15.989,5.94,1526,11.83,1955,160,1.18,2
9856,15.989,5.94,1526,11.83,1955,160,1.18,2
9864,14.609,5.5,691,8.73,1983,160,1.057,2
9865,14.539,5.5,878,11.2,1983,160,1.66,2
9881,9.328,5.36,255,8.76,1988,130,1,2
9882,9.328,5.36,255,8.76,1988,130,1,2
9885,18.579,6,3316,18.29,1995,160,1.01,2
9886,18.302,6,4330,24.61,1995,160,1.01,2
9887,31.792,4,905,8.63,1907,160,1.07,2
9998,17.644,5.45,1053,9.46,1950,110,1.05,2
10033,9.591,5.7,440,11.18,1988,160,1.16,2
10034,9.591,5.7,440,11.18,1988,160,1.16,2
10069,9.823,5.9,326,6.88,1994,80,0.97,2
10070,10.031,5.9,294,5.95,1994,80,0.97,2
10071,10.031,5.9,294,5.95,1994,80,0.97,2
10072,9.809,5.9,327,6.92,1994,80,0.97,2
10297,28.867,4.3,1441,12.48,1953,160,1.04,2
10298,28.867,4.3,1441,12.48,1953,160,1.04,2
10451,4.415,14.73,5572,14.98,1991,140,1.026,2
10452,4.415,14.73,5572,14.98,1991,140,1.026,2
11439,62.434,4,4198,10.38,1951,140,0.872,2
11440,62.434,4,4198,10.38,1951,140,0.872,2
11563,3.413,16.45,5876,17,1993,160,1.139,2
11564,3.413,16.45,5876,17,1993,160,1.139,2
12956,23.336,4.8,1079,9.21,1929,130,1.49,2
12969,21.515,4.5,887,11.53,1912,130,1.05,2
13138,6.265,10.6,2802,13.95,1988,160,1.928,2
13964,30.294,3.8,736,9.49,1908,130,0.954,2
14193,3.408,16.3,6313,19,2002,160,1.154,2
14377,6.325,7,545,14,1994,160,1.038,2
14615,30.294,3.8,736,9.49,1908,130,0.954,2
15666,35.145,3.6,639,7.6,1963,140,0.863,2
15767,30.294,3.8,736,9.49,1908,130,0.954,2
15926,10.702,9.3,3948,11.37,1934,120,1.06,2
16234,4.672,9.87,1188,14.15,1990,120,1.01,2
16245,30.294,3.8,736,9.49,1908,130,0.954,2
16646,8.82,10.75,6707,15.93,1950,100,1.36,2
16712,62.952,3.8,3071,9.17,1962,130,0.976,2
17230,62.952,3.8,3071,9.17,1962,130,0.976,2
17299,4.591,9.87,994,12.26,1990,120,1.01,2
17306,3.036,21.5,15586,19.52,1987,150,1.16,2
17666,4.572,16.58,12751,19.92,1974,160,2.211,2
17667,4.572,16.58,12751,19.92,1974,160,2.211,2
18045,10.743,9.3,3653,10.44,1934,120,1.06,2
18248,8.82,10.75,6707,15.93,1950,100,1.36,2
18369,21.047,4.5,572,7.77,1902,160,0.77,2
18802,14.46,6.6,1378,8.57,1912,160,1.047,2
18915,3.691,19.5,15586,19.52,1987,150,1.25,2
19426,21.047,4.5,572,7.77,1902,160,0.77,2
21816,18.72,5,980,11.04,1926,120,1.13,2
21853,23.336,4.8,1079,9.21,1929,130,1.49,2
21908,30.294,3.8,736,9.49,1908,140,0.954,2
21910,12.558,8.7,5994,16.37,1931,130,1.35,2
22080,18.72,5,980,11.04,1926,120,1.13,2
22528,21.515,4.5,887,11.53,1912,140,1.05,2
23030,30.294,3.8,736,9.49,1908,140,0.954,2
23214,12.754,8.7,9027,23.9,1931,130,1.35,2
23423,22.509,4.9,1153,9.74,1930,120,1.02,2
24597,22.661,4.9,1153,9.61,1930,120,1.02,2
24912,5.869,11.5,4104,16.81,1978,110,1.04,2
26085,5.869,11.5,4104,16.81,1978,110,1.04,2
27303,15.546,6.5,2626,15.02,1904,140,0.96,2
27872,18.682,5.5,1715,13.25,1904,140,0.93,2
27952,24.34,4.54,1220,11.96,1904,140,0.79,2
28085,17.118,6.64,3151,13.65,1904,140,0.915,2
28090,17.159,6.54,3388,15.52,1903,140,0.88,2
28098,9.771,7.9,2155,14.3,1937,120,1.1,2
28138,4.174,17.3,11476,18.14,1993,120,1.24,2
28231,4.382,14.73,6632,18.1,1989,140,1.04,2
28370,18.558,5.5,2363,18.5,1904,140,0.67,2
28372,16.779,6.5,2713,13.32,1903,140,0.826,2
28476,7.151,9,2014,14.81,1993,120,1.2,2
28663,7.199,9,2041,14.81,1993,120,1.2,2
28707,18.702,5.5,1947,15.01,1904,140,0.82,2
28853,14.46,6.6,1378,8.57,1912,160,1.047,2
29233,18.494,4.8,911,12.38,1937,120,1.14,2
29478,18.616,5.55,1707,12.81,1904,140,0.74,2
29508,46.488,2.4,383,13.18,1904,130,0.747,2
29730,18.482,4.8,998,13.58,1937,120,1.14,2
29810,3.79,19.21,15235,19.22,1992,140,1.56,2
30042,9.77,7.9,1965,13.04,1937,120,1.1,2
30437,3.214,20.5,13678,18.5,1993,150,1.16,2
30697,4.782,14.73,6703,15.36,1992,140,1.1,2
30710,18.433,5.54,1947,15.01,1904,140,0.69,2
30843,13.255,6.92,1708,10.46,1959,120,1.27,2
30900,42.462,2.7,400,10.3,1965,110,1.5,2
36811,25.504,3.71,446,8.93,1938,140,1.45,2
37837,3.408,16.3,6313,19,2002,160,1.154,2
39353,23.529,6,2812,9.67,1940,150,1.25,2
43062,17.657,6.34,4269,20.91,1908,130,0.81,2
45356,10.82,5.6,546,11.7,1980,140,1.1,2
45649,22.289,6.6,4233,11.08,1950,150,0.99,2
48977,25.547,3.71,453,9.04,1938,140,1.45,2
49928,23.942,3.76,423,9.11,1936,140,1.018,2
50511,22.289,6.6,4233,11.08,1950,150,0.99,2
50875,8.403,6.1,340,8.58,1985,140,1.07,2
55532,8.403,6.1,340,8.58,1985,140,1.07,2
7696,124.769,2.97,8424,17.16,1933,160,1.45,1.999
7697,124.769,2.97,8424,17.16,1933,160,1.45,1.999
8122,11.308,8.6,4618,16.29,1970,140,1,1.999
8127,80.007,2.72,1136,8,1913,80,1.788,1.999
8134,10.368,8.74,5000,19.67,1938,80,1.309,1.999
8137,195.895,2.2,2860,7.85,1903,80,0.936,1.999
8138,22.21,3.7,290,7.74,1939,80,1.257,1.999
8237,25.063,5.1,1898,11.02,1932,120,1.054,1.999
8378,11.738,5.5,535,10.47,1975,160,1.051,1.999
8379,11.71,5.5,535,10.52,1975,160,1.051,1.999
8575,19.342,5,1031,10.88,1900,120,1.041,1.999
8576,19.342,5,1031,10.88,1900,120,0.738,1.999
8592,12.241,6.5,929,8.57,1902,110,0.743,1.999
8593,12.241,6.5,929,8.57,1902,110,0.743,1.999
8633,10.328,6.8,1357,14.68,1976,110,1.375,1.999
8859,27.151,4.2,886,9.53,1923,140,1.216,1.999
9034,21.457,3.4,287,11.51,1901,90,0.695,1.999
9043,19.487,5,480,4.99,1902,70,0.815,1.999
9048,29.437,2.4,67,5.75,2018,130,1.128,1.999
9051,14.897,6.5,1286,8.01,1901,130,0.738,1.999
9054,19.632,5.2,1005,8.8,1926,130,0.96,1.999
9055,19.632,5.2,1005,8.8,1926,130,0.96,1.999
9212,20.389,5.7,1558,8.76,1928,140,0.993,1.999
9213,20.389,5.7,1558,8.76,1928,140,0.993,1.999
15750,25.141,4.36,710,7.67,1906,160,1.142,1.999
15751,21.916,4.5,629,7.88,1904,130,0.937,1.999
16224,7.349,10,3261,14.9,1979,160,1.34,1.999
16779,15.97,6.7,2037,9.78,1911,100,1.112,1.999
17297,27.04,5,1489,8.04,1904,130,0.949,1.999
17826,14.41,6.2,1956,15.73,1934,100,1.302,1.999
17833,35.505,4,1682,12.86,1934,160,1.401,1.999
17838,25.141,4.36,710,7.67,1906,160,1.142,1.999
17839,21.735,4.5,749,9.54,1904,130,0.937,1.999
17840,26.626,5,1785,9.94,1904,130,0.949,1.999
18355,19.602,5.4,1687,12.74,1967,100,2.12,1.999
18357,21.872,4,539,10.86,1907,100,1.172,1.999
18361,7.349,10,3261,14.9,1979,160,1.34,1.999
18902,15.306,7.5,4476,14.9,1934,140,1.77,1.999
18904,19.051,5.42,1178,9.28,1909,130,0.939,1.999
18905,19.366,5.42,1498,11.42,1909,130,0.939,1.999
19417,15.306,7.5,4476,14.9,1934,140,1.77,1.999
21414,11.033,6,837,13.09,1976,120,1.893,1.999
21990,34.053,3.7,813,9.23,1927,120,1.222,1.999
22911,13.879,6.2,1442,12.5,1976,120,1.775,1.999
24086,11.548,8.28,3701,14.57,1930,140,1.384,1.999
24197,11.548,8.28,3701,14.57,1930,140,1.384,1.999
24499,11.998,6.7,1479,12.58,1976,120,1.156,1.999
25956,34.053,3.7,813,9.23,1927,120,1.222,1.999
26048,4.843,31,288002,32.81,2004,140,1.999,1.999
26248,4.573,31.9,297933,33.94,2004,140,1.999,1.999
27158,8.864,10.8,4146,9.57,1914,90,1.685,1.999
27518,8.864,10.8,4146,9.57,1914,90,1.685,1.999
27884,5.465,10.4,2355,16.63,1978,140,1.596,1.999
28547,10.463,7.5,2051,14.61,1910,80,1.176,1.999
28570,5.465,10.4,2355,16.63,1978,120,1.596,1.999
30529,12.138,9.8,9583,17.4,1931,100,1.521,1.999
30763,14.845,6,2010.8,17.372,1909,80,0.84,1.999
30800,5.465,10.4,2355,16.63,1978,120,1.596,1.999
31868,4.516,17.13,12781,17.96,1972,130,1.016,1.999
31887,4.584,17.13,15211,20.74,1972,130,1.016,1.999
32047,4.669,15.2,7833,16.61,1985,160,1.08,1.999
32065,4.669,15.2,7833,16.61,1985,160,1.08,1.999
35133,10.106,5,372,14.38,1971,160,1.583,1.999
37987,11.378,7,1620,12.86,1935,160,1.198,1.999
39026,17.295,6.8,3012,11.62,1921,140,0.952,1.999
40306,12.564,7.27,2089,11.69,1909,160,1.026,1.999
41280,18.331,5.5,982,7.88,1907,130,0.849,1.999
46663,16.851,5.5,1110,10.54,1908,160,0.922,1.999
46854,7.317,7,732,14.05,1981,160,1.594,1.999
48232,11.546,4.5,220,9.93,1975,140,1.06,1.999
49632,5.849,10.5,2536,15.05,1988,160,1.266,1.999
49831,4.94,16.74,15010,19.33,1976,140,1.05,1.999
49832,18.696,6.3,2457,11.01,1928,140,1.197,1.999
50013,10.159,11.2,17614,26.76,1936,160,1.512,1.999
50501,14.234,6.5,1586,10.82,1902,120,0.66,1.999
50671,10.857,4.5,220,11.23,1975,140,1.06,1.999
51357,17.856,5,890,11.02,1909,160,0.925,1.999
51740,4.94,16.74,15010,19.33,1976,140,1.05,1.999
52231,20.648,6.25,3947,14.97,1933,140,1.521,1.999
52966,12.563,7.27,2498,13.98,1909,160,1.026,1.999
53224,14.979,7.2,3590,14.69,1940,140,1.14,1.999
53522,16.851,5.5,1110,10.54,1908,160,0.922,1.999
1795,13.375,5.1,541,11.03,1925,200,0.897,1.996
1796,13.375,5.1,541,11.03,1925,200,0.897,1.996
7755,3.766,15.3,4520.9,14.35,1985,160,1.03,1.99
7756,3.766,15.3,4520.9,14.35,1983,160,1.03,1.99
7842,4.771,14.45,7128,17.72,2005,150,1.18,1.99
7843,3.146,18.97,9617,18.51,2005,150,1.06,1.99
7901,14.452,6.8,1705,9.42,1946,150,0.78,1.99
7902,14.452,6.8,1705,9.42,1946,150,0.78,1.99
8183,36.262,5.5,6532,13.395,1927,160,1.251,1.99
8184,36.262,5.5,6532,13.395,1927,160,1.251,1.99
8185,36.262,5.5,6532,13.395,1927,160,1.251,1.99
8186,36.262,5.5,6532,13.395,1927,160,1.251,1.99
8202,6.232,7.5,508,10.2,1980,160,1.47,1.99
8203,6.232,7.5,508,10.2,1980,160,1.47,1.99
8351,4.611,12.52,3373,15.93,2003,200,1,1.99
8556,9.256,6.5,1177,18.99,1904,120,0.87,1.99
8598,14.13,6.92,2848.3,15.35,1928,110,1.09,1.99
8611,13.024,7.15,2612.3,14.54,1935,130,1.2,1.99
9107,18.727,5.7,1977.4,13.179,1960,130,0.98,1.99
9108,22.506,5.2,1776.4,11.835,1908,130,0.98,1.99
11738,2.786,16,15301,74.21,1996,140,1.2,1.99
14828,4.654,12.5,3977,18.56,2003,200,1.1,1.99
30164,5.444,12.68,3415,11,1905,80,0.88,1.99
31889,4.771,14.45,7128,17.72,1987,150,1.18,1.99
31950,3.146,18.97,9617,18.51,1987,150,1.06,1.99
33085,16.443,5,810.2,11.83,2002,120,2.13,1.99
34227,8.863,7.6,1677,15.79,1971,130,0.79,1.99
34534,38.288,3.7,1285,11.54,1922,130,1.37,1.99
49090,4.504,14.5,6721,18.49,1973,140,1.31,1.99
51987,16.443,5,810.2,11.83,2002,120,2.13,1.99
52431,4.538,14.5,6983,18.93,1973,140,1.31,1.99
53222,14.952,6.7,3208,17.57,1936,160,1.36,1.99
20876,115.1,2.75,3169,10.32,1933,160,1.066,1.985
22446,115.1,2.75,3169,10.32,1933,160,1.066,1.985
8610,12.842,7.15,2384.3,13.65,1935,120,1.2,1.98
20594,17.309,5.8,1484,10.8,1950,140,1.01,1.98
21613,3.968,17.6,11236,18.35,2003,140,1.41,1.98
24338,17.309,5.8,1484,10.8,1950,140,1.01,1.98
8489,7.588,7.15,616,10.1,1972,160,0.89,1.977
16548,29.13,3.6,439,7.6,1904,140,1.078,1.972
2459,12.986,7,1175,7.16,1928,140,1.04,1.97
8487,9.411,6.6,756,11.1,1975,160,0.89,1.97
11112,5.546,12.9,4364,12.64,1983,160,1.076,1.97
23553,20.577,4.7,834,9.96,1997,130,1.67,1.97
23868,20.577,4.7,834,9.96,1997,130,1.67,1.97
43006,17.245,4.8,476,7.44,1930,160,1.13,1.97
45493,17.245,4.8,476,7.44,1930,160,1.13,1.97
3409,30.791,4.2,1204,10.07,1938,130,2.037,1.969
16638,49.179,2.6,314,7.01,1924,140,0.861,1.969
17156,49.179,2.6,314,7.01,1924,140,0.861,1.969
704,16.2,5.7,887,7.9,1958,160,0.932,1.965
16642,15.106,7.7,2942,9.05,1906,160,0.905,1.963
18761,14.492,7.7,2690,8.99,1906,160,0.905,1.963
18247,15.959,5.4,1105,12.59,1937,160,1.167,1.962
18764,15.999,5.4,1100,12.47,1937,160,1.167,1.962
11113,5.43,12.9,4609,13.93,1983,160,1,1.96
20188,14.232,8.1,3378,9.56,1912,140,1.42,1.96
26397,14.232,8.1,3378,9.56,1911,140,1.42,1.96
7960,32.144,2.5,353,21.58,1905,140,0.837,1.957
1458,19.102,4.7,832,11.53,1988,160,1.951,1.951
1459,19.102,4.7,832,11.53,1988,160,1.951,1.951
2460,12.986,7,1175,7.16,1928,140,1.02,1.95
12237,8.407,8.28,1885,14,1998,200,3.13,1.95
12238,8.528,8.28,1826,13.18,1998,200,3.13,1.95
16213,26.227,4.5,1108.9,9.7,1959,150,1.08,1.95
17273,26.227,4.5,1108.9,9.7,1959,150,1.08,1.95
18348,13.773,5.7,861,10.61,1971,160,0.883,1.95
15650,50.064,3.4,1462,10.77,1935,100,0.879,1.944
16166,45.338,3.4,796,7.15,1919,100,0.879,1.944
22563,2.598,22,11038,17.22,1894,80,1.94,1.94
17730,18.485,6,2180.7,12.15,1933,140,1.213,1.934
18263,18.485,6,2180.7,12.15,1933,140,1.213,1.934
6854,6.162,12.6,8649,22.3,1991,200,1.93,1.93
6855,6.022,12.6,8303,22.41,1991,200,1.93,1.93
9562,8.727,6.7,793.1,12.75,1989,150,1.38,1.93
9563,8.727,6.7,793.1,12.75,1989,150,1.38,1.93
17817,11.58,5.7,652.9,11.38,1974,160,0.88,1.93
18884,11.58,5.7,652.9,11.38,1974,160,0.88,1.93
3247,7.852,7.2,869,12.94,1986,160,1.11,1.92
3248,7.852,7.2,869,12.94,1986,160,1.11,1.92
7965,22.118,5,1000,8.07,1904,100,0.78,1.92
39223,21.662,5,983,8.27,1933,160,1.155,1.919
15598,18.116,5.4,1010,8.93,1937,150,1.144,1.915
15599,18.116,5.4,1010,8.93,1937,150,1.144,1.915
5644,38.486,3.3,766,10.76,1935,160,0.78,1.91
5645,30.057,3.3,297,6.84,1935,160,0.78,1.91
55589,30.7,4,578.9,5.92,1928,140,0.715,1.909
16395,15.498,6.5,1696,9.76,1934,160,0.866,1.901
17436,15.05,6.5,1696,10.35,1934,160,0.866,1.901
701,63.058,4.85,11984,13.44,1926,130,1.3,1.9
702,63.058,4.85,11984,13.44,1926,130,1.3,1.9
5734,25.714,4.1,549,7.25,1925,160,1.29,1.9
5735,25.714,4.1,549,7.25,1925,160,1.29,1.9
6833,3.714,16.65,6808,15.85,1986,140,1.944,1.9
6834,3.808,16.65,7323,16.21,1986,140,1.944,1.9
7784,13.393,5.2,556,10.46,1975,200,0.99,1.9
7785,13.393,5.2,556,10.46,1975,200,0.99,1.9
9239,19.35,5,975,10.28,1969,160,0.982,1.9
9432,21.268,3.6,307,9.97,1937,160,1.29,1.9
9435,21.268,3.6,307,9.97,1937,160,1.29,1.9
9436,21.268,3.6,307,9.97,1937,160,1.29,1.9
9437,21.268,3.6,307,9.97,1937,160,1.29,1.9
10343,45.644,2.3,323,13.67,1911,130,0.887,1.9
10348,43.876,3.4,1003,9.62,1961,140,0.883,1.9
10449,10.136,6.1,648,11.24,1985,140,1.09,1.9
10450,10.136,6.1,648,11.24,1985,140,1.09,1.9
11257,45.511,6.1,13308,11.45,1926,130,1.64,1.9
11258,45.511,6.1,13308,11.45,1926,130,1.64,1.9
11278,49.994,5.6,10719,10.76,2010,150,1.9,1.9
11279,49.994,5.6,10719,10.76,1924,150,1.9,1.9
13580,45.644,2.3,323,13.67,1911,130,0.887,1.9
28069,9.388,6,500,10.8,1974,150,0.936,1.9
28146,23.667,4,512,8.81,1938,130,1.1,1.9
29561,9.388,6,500,10.8,1974,150,0.936,1.9
29647,9.592,6,563,11.65,1975,150,0.95,1.9
30191,23.667,4,512,8.81,1938,130,1.1,1.9
32469,8.786,5.35,315,12.29,1988,130,0.96,1.9
39346,12.766,8,4442,16.42,1932,160,1.27,1.9
44156,15.742,6,1601,12.3,1959,140,1.1,1.9
44735,36.38,2.65,346,13.08,1912,130,0.99,1.9
44997,15.848,6,1649,12.5,1959,140,1.1,1.9
6837,13.116,9,5466,11.95,1927,140,1.899,1.899
6840,13.116,9,5466,11.95,1927,140,1.899,1.899
24488,13.116,9,5466,11.95,1927,120,1.899,1.899
24019,37.855,2.9,276,6.719,1926,80,0.864,1.893
24473,37.855,2.9,276,6.719,1926,80,0.864,1.893
321,7.49,10.48,4525,16.5,2001,200,1.89,1.89
14718,7.469,10.48,4500,16.5,2001,200,1.89,1.89
37666,12.242,5.32,433,8.9,1984,160,1.88,1.88
3376,21.14,5,1218,10.76,1938,140,1.23,1.874
3377,21.381,5,1158,10,1938,140,1.23,1.874
39807,12.986,7,1175,7.16,1928,160,1.01,1.87
42072,12.986,7,1175,7.16,1928,160,1.01,1.87
16098,72.522,2.4,1582,22.37,1913,130,1.055,1.86
24917,10.997,10.45,75572,129.3,1935,110,1.14,1.86
15635,15.545,5.9,1157,9.75,1930,130,1.102,1.856
15638,15.545,5.9,1157,9.75,1930,130,1.102,1.856
10621,23.881,4.35,672,8.12,1907,130,1.278,1.855
10622,25.41,4.35,743,7.93,1907,130,1.278,1.855
23731,30.688,3.2,385,9.62,1934,110,1.145,1.851
7873,15.794,5.8,937,8.19,1933,200,0.91,1.85
7874,15.794,5.8,937,8.19,1933,200,0.91,1.85
7875,15.794,5.8,937,8.19,1933,200,0.91,1.85
7876,15.794,5.8,937,8.19,1933,200,0.91,1.85
8017,11.38,6.2,1023,13.19,1976,140,1.04,1.85
15722,11.793,5.5,571,11.07,1971,160,1.16,1.85
17266,11.793,5.5,571,11.07,1971,160,1.16,1.85
19651,5.914,13.43,8614.5,18.68,2003,200,1.85,1.85
20809,19.536,5.2,691,6.11,1997,130,1.39,1.85
22604,19.536,5.2,691,6.11,1997,130,1.39,1.85
22726,5.914,13.43,8614.5,18.68,2003,200,1.85,1.85
19637,10.293,6.8,807,8.79,1966,120,0.975,1.838
22329,10.293,6.8,807,8.79,1966,120,0.975,1.838
18732,51.022,3.2,1051,9.5,1934,140,0.765,1.833
19262,48.405,3.2,936,9.4,1934,140,0.765,1.833
19316,22.757,4.6,536.6,5.71,1910,130,1.364,1.832
9997,17.359,5.45,1015,9.42,1950,110,0.857,1.83
11945,18.19,5,958,11.43,1939,160,1.07,1.83
11946,18.19,5,958,11.43,1939,160,1.07,1.83
21436,9.513,6,616,12.96,1978,150,1.04,1.83
22256,6.43,15.1,16559,19.01,1976,120,1.38,1.83
23710,6.43,15.1,16559,19.01,1976,120,1.38,1.83
24834,9.513,6,616,12.96,1978,150,1.04,1.83
1888,9.823,6.6,869,11.71,1993,200,1.82,1.82
5824,23.5,4.1,444,7.02,1926,150,0.84,1.82
5825,23.5,4.1,444,7.02,1926,150,0.84,1.82
13790,9.823,6.6,869,11.71,1993,200,1.82,1.82
15388,6.395,8.9,1226,11.79,2003,140,1.735,1.82
18538,6.335,8.9,1245,12.2,2003,140,1.735,1.82
21048,4.383,27.5,21956.44,4.93,1998,120,1.21,1.81
13189,5.906,13.07,6931,16.804,2002,200,1.809,1.809
1848,39.818,4.8,3759,11.02,1948,160,0.89,1.806
1849,39.818,4.8,3759,11.02,1948,160,0.89,1.806
998,33.628,2.85,254,8.4,1934,200,1.28,1.8
999,33.628,2.85,254,8.4,1934,200,1.28,1.8
8950,23.98,4.2,533,7.35,1950,100,0.8,1.8
8954,23.98,4.2,533,7.35,1950,100,0.8,1.8
8966,23.98,4.2,533,7.35,1950,100,0.8,1.8
9396,26.971,5.5,3410,12.64,2011,130,1.19,1.8
9420,16.13,4.16,336,10.64,1983,160,1.2,1.8
9421,16.13,4.16,336,10.64,1983,160,1.2,1.8
10013,12.525,5.4,612,11.32,1973,140,1.21,1.8
10014,12.525,5.4,612,11.32,1973,140,1.21,1.8
10394,6.888,8.07,1013,12.42,1982,160,1.05,1.8
10395,6.888,8.07,1013,12.42,1982,160,1.05,1.8
10400,8.869,8.19,1724,12.02,1983,160,1.17,1.8
10411,8.869,8.19,1724,12.02,1983,160,1.17,1.8
15461,41.036,3.8,1554,10.92,1968,160,1.8,1.8
38283,31.087,3.32,345,7.25,1903,130,0.88,1.8
47307,25.952,3.6,287,6.26,1932,160,1.39,1.8
48652,48.335,2.55,460,11.49,1908,130,0.98,1.8
49589,26.442,3.6,287,6.03,1932,160,1.39,1.8
1477,20.589,4.5,1061,15.06,1918,80,0.912,1.798
3582,61.91,2.2,258,7.09,1926,250,1.06,1.79
42286,16.484,6.2,1375,8.45,1926,140,1.139,1.789
56864,16.484,6.2,1375,8.45,1926,140,1.139,1.789
15672,32.822,3.6,440,6,1917,140,1.231,1.783
19361,32.822,3.6,440,6,1917,140,1.231,1.783
11377,23.075,5.6,4652,21.92,1975,100,1.185,1.774
22281,8.893,7.1,927,11.38,1953,150,0.928,1.772
25438,8.893,7.1,927,11.38,1953,150,0.928,1.772
1106,56.961,4.3,4949.6,11.01,1934,200,1.13,1.77
1107,58.328,4.3,4949.6,10.5,1934,200,1.13,1.77
11354,19.29,5.6,1587,10.7,1969,160,0.915,1.77
11355,19.29,5.6,1587,10.7,1969,160,0.915,1.77
